wo_id,sdr_id,part_number,part_name,jasc_code,maintenance_type,discovery_code,fault_code,action_code,task_type,mel_code,repair_duration_hours,aog_flag,backorder_delay_days,labor_hours,turnaround_time_hours,deferred_flag,priority,work_accomplished
WO006035,SWAA2025060276727,,CONTROL MODULE,2131,Overnight,OP,FAILED,R&R,Remove & Replace,N,4,1,10,3.6,244,0,High,Removed and replaced control module; performed operational test. SDR discrepancy: AIRCRAFT DID NOT PRESSURIZE ON CLIMB OUT. REACHED 15;000 FT. DIFFERENTIAL PRESSURE AT 0. COMFIRMED BLEED AIR ON. <[01] R
WO006036,ASAA2025052758511,182A400116,SKIN,5512,Overnight,V,CRACKED,RPR,Repair,N,12,0,0,10.3,12,0,Medium,Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: RH HORIZONTAL STAB SKIN IS CRACKED AT IB SIDE RIB 5 18IN FROM LE. GROUNDED - YES. REPAIRED SKIN IAW BOEING 737-800 SRM 5
WO006037,AALA202505056927,,ELECTRONIC UNIT,2750,Overnight,OP,FAILED,R&R,Remove & Replace,N,4,1,9,3.4,220,0,High,Removed and replaced electronic unit; performed operational test. SDR discrepancy: AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: FLAPS JAMMED BELOW 5 DEGREES. AIRCRAFT PERFOMRED A GO AROUND AN
WO006038,AALA202505070273,,SKIN,5512,Line,V,CRACKED,RPR,Repair,N,12,0,12,11.3,300,0,Low,"Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND HORIZONTAL STABILIZER LOWER SKIN LOCATED AT STABILIZER STA 138.70, 9 IN"
WO006039,AALA202506134068,,STRINGER,5313,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,14,20.1,354,0,Low,Removed corrosion on stringer; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON STRINGER S23L CHORD AT BS 338. REPAIRED CHORD PER EA 365282.
WO006040,DALA2025050703539,,SILL DRAIN,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,8,15.4,210,0,Low,Removed corrosion on sill drain; treated and protected area. SDR discrepancy: (LOG 0946877) LOWER MOPSILL AT R2 DOOR HAS CORROSION. REMOVED AND REPLACED NEW LOWER MAIN SILL PN-147A8540U8 IAW B 737 S
WO006041,AALA202506139253,143A7501187,TRANSITION PANEL,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,0,14.4,18,0,High,Removed corrosion on transition panel; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL FROM BS 500B TO BS 500I AT LBL 24.
WO006042,AALA202505081851,,OIL SYSTEM,7931,Line,OP,LEAKING,RPR,Repair,N,3,0,10,2.8,243,0,Low,Repaired oil system for condition: leaking; tested serviceable. SDR discrepancy: AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: NUMBER 2 ENGINE OIL QUANTITY AND PRESSURE WENT TO AMBER THEN RE
WO006043,SWAA2025060975129,,FLOOR PANEL,5321,Base,V,OTHER,RPR,Repair,N,12,1,10,9.9,252,0,High,Repaired floor panel for condition: other; tested serviceable. SDR discrepancy: 231JF FLOOR PANEL HAS NUMEROUS DENTS WITH PULLED FIBERS. REMOVED AND REPLACED CABIN FLOOR PANEL PER AMM 53-21-00.
WO006044,SWAA2025060975126,,FLOOR PANEL,5321,Base,V,OTHER,RPR,Repair,N,12,0,16,13.1,396,0,Low,Repaired floor panel for condition: other; tested serviceable. SDR discrepancy: 232NF FLOOR PANEL HAS NUMEROUS DENTS WITH PULLED FIBERS. REMOVED AND REPLACED CABIN FLOOR PANEL PER AMM 53-21-00.
WO006045,AALA202505099770,,ARM,5210,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,10,4.6,244,0,Low,"Removed and replaced arm; performed operational test. SDR discrepancy: AIRCRAFT WAS GROUNDED: L1 DOOR HARD TO OPEN. REPLACED PROGRAMING ARM ON L-1 DOOR, OPERTIONAL CHECK DOOR GOOD. PER AMM 52"
WO006046,DALA2025051303691,,PIN,3200,Line,OP,OTHER,TS,Troubleshooting,N,2,1,8,2.3,194,0,High,Troubleshot pin for reported condition: other. SDR discrepancy: SHIP 3721 -ATB/GEAR- DECLARED AN EMERGENCY AND RETURNED TO SEA DUE TO NOSE GEAR UNSAFE LIGHT. CORRECTIVE ACTION: MTC FOU
WO006047,SWAA2025051267092,,STRIP,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,11,22.7,282,0,Low,Removed corrosion on strip; treated and protected area. SDR discrepancy: IN THE AFT CARGO BAY; THE FLOOR TO SIDEWALL CAP STRIPS HAVE NUMEROUS AREAS OF WEAR AND CORROSION.<[01] REMOVED AND REPLA
WO006048,SWAA2025051268712,,SIGN,3350,Line,V,OTHER,R&R,Remove & Replace,N,2,0,12,1.7,290,0,Low,Removed and replaced sign; performed operational test. SDR discrepancy: EMERGENCY EXIT SIGN MISSING FWD SERVICE DOOR<[01] INSTALLED EMERGENCY EXIT SIGN LENS PER SIP AND OPS CK NORMAL PER AMM 3
WO006049,SWAA2025051268461,,FLASHLIGHT,2560,Line,OP,OTHER,R&R,Remove & Replace,N,2,1,12,2.8,290,0,High,Removed and replaced flashlight; performed operational test. SDR discrepancy: 3 AFT GALLEY FLASHLIGHTS DO NOT TEST<[01] RAR 2 BATTERY AND 1 FLASHLIGHT IN AFT GALLEY REF AMM 25-64-00 TEST PASSED THIS
WO006050,SWAA2025051268438,,FLASHLIGHT,2560,Line,OP,OTHER,R&R,Remove & Replace,N,2,0,14,1.9,338,0,Low,Removed and replaced flashlight; performed operational test. SDR discrepancy: FLIGHT ATTENDANT REPORTS FLASH LIGHT AFT GALLEY FLASHING RED (GREEN)<[01] REMOVED AND REPLACED AFT GALLEY FA FLASHLIGHT.
WO006051,SWAA2025061772761,,ANGLE,5320,Base,OP,CRACKED,RPR,Repair,N,22,0,12,19.6,310,0,Low,Repaired angle for condition: cracked; tested serviceable. SDR discrepancy: ANGLE ASSY CRACKED I/B OF LH DEFECTION RIB (MPN 115A2156-17). REMOVED ANGLE PER SRM 51-40-02. LOCATED AND DRILLED NEW FA
WO006052,SWAA2025051269087,,POWER SUPPLY,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,10,3.3,244,0,Low,Removed and replaced power supply; performed operational test. SDR discrepancy: L2 DOOR EMERGENCY EXIT LIGHT INOP<[01] RELAMPED PER AMM 33-51-04. NO HELP;[02] R& POWER SUPPLY. OPS CK OK. PER AMM 33-51
WO006053,SWAA2025050566948,,SLIDE,2565,Line,V,OTHER,R&R,Remove & Replace,N,2,0,9,1.6,218,0,Low,Removed and replaced slide; performed operational test. SDR discrepancy: CAPT SIDE AFT SLIDE FELL OUT OF COVER.<[01] REINSTALLED AFT ENTRY DOOR SLIDE PER AMM 25-66-01 AND MT 825-PRD-01-01. AIRC
WO006054,AALA202505146686,,INDICATOR,3150,Overnight,OP,LOOSE,ADJ,Adjustment,N,2,0,13,2.0,314,0,Low,Adjusted indicator to correct loose. SDR discrepancy: AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: AT FL370 PARKING BRAKE LIGHT ILLUMINATED AND WOULD NOT EXTINGUI
WO006055,BJNA202505150001,D71702001,BATTERY PACK,3350,Line,V,FAILED,R&R,Remove & Replace,N,4,0,0,4.0,4,0,High,Removed and replaced battery pack; performed operational test. SDR discrepancy: NOTED R1 DOOR EMERGENCY EXIT LIGHT INOP. FOUND POWER SUPPLY TO BE FAULTY. R/R EMERGENCY EXIT LIGHT POWER SUPPLY IAW AMM 
WO006056,DALA2025051503766,,FITTING,5310,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,14,25.0,354,0,High,Removed corrosion on fitting; treated and protected area. SDR discrepancy: (LOG 0964437) WORK SHOP INTERIOR MONUMENTS: FLOOR FITTINGS 4(EA) WITH CORROSION GALLEY #7. FLOOR FITTINGS 4(EA) WITH COR
WO006057,CALA2025051504696,147A550429,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,21.5,18,0,High,"Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: AFT CABIN FLOOR STRUCTURE WET AREA STA 947 LBL 24 AROUND AFT-I/B LAV ""D "" ATTACHED FITTING HAS CORROSION. (REF AAR N/R 9"
WO006058,CALA2025051504701,112A4102,SKIN,5751,Overnight,OP,CRACKED,RPR,Repair,N,12,0,0,13.0,12,0,Medium,Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: FLIGHT TEST REQUIRED TO CHECK AILERON MANUAL REVERSION (ASYMMETRICAL FLIGHT CONTROL FORCES) TEST FLIGHT REQUIRED FOR SKI
WO006059,CALA2025051604720,,SWITCH,5270,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,10,4.9,244,0,Low,Removed and replaced switch; performed operational test. SDR discrepancy: FWD CARGO LIGHT ILLUMINATED ON APPROACH AT 1000 FT.EXTINGUISHED ON LANDING PLACED FRWD CARGO INDICATION ON MEL 5203D VER
WO006060,CALA2025051604731,WL767,LAMP,3350,Line,OP,FAILED,R&R,Remove & Replace,N,2,1,0,2.5,2,0,High,Removed and replaced lamp; performed operational test. SDR discrepancy: FWD R/H OVERWING EXTERIOR EMERGENCY LIGHT INOP. RE-LAMPED FWD R/H OVERWING EXTERIOR EMERGENCY LIGHT IAW B737-800 AMM 33-
WO006061,CALA2025051604736,141A83717,PAN,5320,Base,V,CRACKED,RPR,Repair,N,22,0,0,28.1,22,0,High,"Repaired pan for condition: cracked; tested serviceable. SDR discrepancy: ON R1 DOOR INNER PAN ""THE FWD GALLEY DOOR STUB FRAME HFEC INSP"" CRACK WAS INDICATED APPROX .5 INCH, LOCATION MARKED. (TH"
WO006062,SWAA2025051469860,,LAMP,3350,Line,V,FAILED,R&R,Remove & Replace,N,4,0,10,4.0,244,0,Low,Removed and replaced lamp; performed operational test. SDR discrepancy: AFT SERVICE DOOR EXTERIOR EMERGENCY LIGHT INOP<[01] REMOVED AND REPLACED AFT SERVICE DOOR EXTERIOR EMERGENCY LAMP IAW AM
WO006063,SWAA2025051469914,,SIGN,3350,Line,V,LOOSE,ADJ,Adjustment,N,2,0,12,2.8,290,0,Low,Adjusted sign to correct loose. SDR discrepancy: OVER WING CENTER ISLE EMER EXIT LIGHT LENSE FELL OFF<[01] REPLACED OVER WING CENTER ISLE; EMER EXIT SIGN PER M/M33-51-01
WO006064,AALA202505167868,,WARNING LIGHT,7500,Overnight,OP,OTHER,TS,Troubleshooting,N,2,0,9,2.4,218,0,Low,"Troubleshot warning light for reported condition: other. SDR discrepancy: AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS NOT DECLARED DUE TO: DURING CLIMB LEFT BLEED TRIP OFF ANNUNCIATOR ILLUMINATED, L"
WO006065,CALA2025051904765,,ROD,2565,Line,V,OTHER,R&R,Remove & Replace,N,2,0,13,2.2,314,0,Low,"Removed and replaced rod; performed operational test. SDR discrepancy: 7A IAT SLIDE GETS STUCK. CLEANED IAT SLIDE ROD FROM SPILLED GUNK, REF PINNACLE CMM 25-22-55, NOW OPS CHK'S GOOD, OK TO C"
WO006066,AALA202505192967,TC29603,PROBE,7722,Overnight,OP,OTHER,TS,Troubleshooting,N,2,0,0,2.6,2,0,Medium,"Troubleshot probe for reported condition: other. SDR discrepancy: AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: ON THE TAKEOFF ROLL, ENGINE 2 EXCEED THE EGT LIMITS FOR 45 SECO"
WO006067,DALA2025051903812,,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,15,24.9,378,0,Low,"Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: (LOG 0965483) AFT CABIN FLOOR STRUCTURE DOME NUT REPAIR IS CORRODED, STA 987 RBL 43. REPAIRED AFT CABIN FLOOR STRUCTURE "
WO006068,DALA2025052003879,,SUPPORT,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,9,14.4,234,0,Low,Removed corrosion on support; treated and protected area. SDR discrepancy: (LOG 0970412) CORROSION SUPPORT ZEE LOCATED BTW BS500A TO BS500H AT LEVEL STR26R AT FWD CARGO COMPARTMENT. COMPLIED WITH
WO006069,DALA2025052003882,,SEAT TRACK,5347,Base,V,OTHER,RPR,Repair,N,12,0,14,13.2,348,0,Low,Repaired seat track for condition: other; tested serviceable. SDR discrepancy: (LOG 0971274) R/H PAX CABIN O/B SEAT TRACK GOUGED AT FSTA 520.00. LOCATED AND DRILLED SEAT TRACK SECTION FROM BAC1520-27
WO006070,DALA2025052003867,,DOOR SILL,5310,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,9,14.6,234,0,Low,Removed corrosion on door sill; treated and protected area. SDR discrepancy: (LOG 0968570) CORROSION ON DOOR SILL INNER CHORD BTW STA 947-1006 LBL64 (L2) AT PASSENGER COMPARMENT. SILL INNER CHORD B
WO006071,DALA2025052203962,,FRAME,5311,Base,V,OTHER,RPR,Repair,N,12,0,12,12.2,300,0,Low,Repaired frame for condition: other; tested serviceable. SDR discrepancy: (LOG 0976303) ACCOMPLISH AMDS 5311-01251-02A - LEFT HAND STA 727 FRAME INNER. ACCOMPLISHED AMDS 5311-01251-02A - LEFT HA
WO006072,DALA2025052704081,,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,11,20.2,282,0,Low,Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: (LOG 0980351) CORROSION ON TOP OF MAIN CABIN FLOOR BEAM BS.328 APPROX RBL.50.5. ACCOMPLISHED MAIN CABIN REPAIR AT STA BS
WO006073,AALA202505286757,,BLEED AIR SYS,7500,Line,OP,OTHER,TS,Troubleshooting,N,2,1,10,1.8,242,0,High,"Troubleshot bleed air sys for reported condition: other. SDR discrepancy: AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS NOT DECLARED DUE TO: LEFT DUCT PRESSURE WENT TO ZERO AFTER TAKEOFF, N1 SPLIT UP "
WO006074,AALA202505280538,,DOOR,5250,Line,V,OTHER,RPR,Repair,N,2,1,9,2.7,218,0,High,Repaired door for condition: other; tested serviceable. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: FIRST CLASS LAVATORY DOOR IS HARD TO OPEN. READJUSTED LAVATORY-A DOOR LATCH. PER AMM 25-40-11
WO006075,CALA2025052905070,114A920150,SKIN,5754,Line,V,CRACKED,RPR,Repair,N,12,0,0,9.6,12,0,Medium,Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: RIGHT WING MOVEABLE L/E SLAT ASSY # 5 L/E LOWER SKIN FASTENERS LOOSE WITH ELONGATED HOLES AT ACTUATOR ATTACHED RIB. TRIM
WO006076,CALA2025052905073,111A13087,STIFFENER,5312,Base,V,CRACKED,RPR,Repair,N,22,0,0,18.6,22,0,High,Repaired stiffener for condition: cracked; tested serviceable. SDR discrepancy: LEFT W/W FWD BULKHEAD STIFFENER CRACKED AT LOWER REDIUS STA 663.75 LBL 25. REMOVED AND REPLACED STIFFENER ON LEFT W/W FW
WO006077,CALA2025052905064,147A55068,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,0,17.7,18,0,High,Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: MAIN CABIN AFT WET AREA FOUND EVIIDENCE OF CORROSIONON ON THE UPPER SURFACE OF THE T CORD AT STATION 986.5 LBL 43.5 INST
WO006078,CALA2025052905067,114A814614,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,0,16.1,18,0,High,"Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: FWD WET AREA FLOOR STRUCTURE FOUND CORROSION ON FLOOR BEAM AT STA 344 LBL55"". REF AAR N/R 9966926 UPDATE ESFR INFO INSTA"
WO006079,SWAA2025052771085,,SEAL,5514,Line,V,CRACKED,RPR,Repair,N,12,0,13,11.9,324,0,Low,Repaired seal for condition: cracked; tested serviceable. SDR discrepancy: LT. HORIZONTAL STAB L/E UPPER FWD SLIDE SEAL CRACKED.<[01] REMOVED AND REPLACED R/H HORIZONTAL STAB SLIDE SEAL IAW AMM 5
WO006080,CALA2025060305228,182A4001,SKIN,5512,Overnight,OP,CRACKED,RPR,Repair,N,12,0,0,11.6,12,0,Medium,"Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: TWO CRACK SIGNAL NOTED AT STAB LH SIDE STA129.50, FIRST CRACK L=1.500INCH TO 9.250INCH FWD FROM REAR SPAR, SECOND CRACK "
WO006081,CALA2025060305229,182A4001,SKIN,5512,Overnight,OP,CRACKED,RPR,Repair,N,12,0,0,14.9,12,0,Medium,Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: ONE CRACK SIGNAL NOTED L=0.600INCH APROX. AT STAB RH SIDE STA147.90 AND 8.500 INCH FROM FWD SPAR. PERFORMED REPAIR AT ST
WO006082,CALA2025060605326,143A61122,SKIN,5230,Line,V,OTHER,RPR,Repair,N,2,1,0,1.9,2,0,High,"Repaired skin for condition: other; tested serviceable. SDR discrepancy: FWD CARGO DOOR SKIN HAS DEEP DENT Y=0.166"". (REF AAR N/R 9971268). ACCOMPLISHED REPAIR AT FWD CARGO DOOR SKIN AS PER SRM"
WO006083,CALA2025050504447,,SKIN,5512,Overnight,V,CRACKED,RPR,Repair,N,12,0,9,12.0,228,0,Low,"Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: CRACK FOUND AT LEFT HORIZONTAL STABILIZER LOWER SKIN AT STAB STA 101.90 , I/B ROW,10.5"" FROM REAR SPAR. CRACK LENGTH : 1"
WO006084,AALA202505053120,,BRAKE ASSY,3240,Line,OP,OTHER,TS,Troubleshooting,N,2,0,14,2.3,338,0,Low,Troubleshot brake assy for reported condition: other. SDR discrepancy: AIRCRAFT WAS GROUNDED: EXCESSIVE BRAKE CHATTERING AFTER LANDING DURING TAXI CAUSED NOTICABLE VIBRATIONS THROUGHOUT COCKP
WO006085,AALA202505069846,C20626200,TIRE,3244,Line,OP,OTHER,TS,Troubleshooting,N,2,0,0,2.5,2,0,High,Troubleshot tire for reported condition: other. SDR discrepancy: AIRCRAFT WAS GROUNDED: NUMBER 3 MAIN LANDING GEAR TIRE BLOWN ON LANDING. REMOVED AND REPLACED NUMBER 3 MLG TIRE AND WHEE
WO006086,AALA202505077573,,SKIN,5512,Line,V,CRACKED,RPR,Repair,N,12,0,11,10.2,276,0,Low,"Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN RIGHT HAND HORIZONTAL STABILIZER LOWER SKIN LOCATED AT STABILIZER STA 101.90, 9 I"
WO006087,AALA202506137318,,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,10,23.8,258,0,High,"Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR BEAM UPPER CHORD AT STA 986.5, RBL 53. REPAIRED CHORD P"
WO006088,AALA202505093268,,PROBE,2840,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,13,3.6,316,0,Low,Removed and replaced probe; performed operational test. SDR discrepancy: AIRCRAFT WAS GROUNDED: CENTER FUEL TANK QUANTITY UNRELIABLE. NEED VERIFICATION OF HOW MUCH FUEL IS IN CENTER TANK. REMOV
WO006089,CALA2025051204603,141A80213,SKIN,5754,Overnight,V,CRACKED,RPR,Repair,N,12,0,0,12.3,12,0,Medium,Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: RT WING #7 SLAT LE LOWER SKIN CRACKED AT ACTUATOR ATTACHING AREA AROUND FASTENER HOLE. REPAIR PERFORMED ON AAR N/R 99667
WO006090,DALA2025050903629,,BOX BEAM,5310,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,11,19.0,282,0,Low,Removed corrosion on box beam; treated and protected area. SDR discrepancy: (LOG 0956265) CORROSION ON BEAM BOX STA 937.5 BTW LBL 51 AT (FLOOR STRUCTURE) W2. BEAM BOX STA 937.5 BTW LBL 51 AT (FLOO
WO006091,DALA2025051203661,,FUSE,3350,Line,V,FAILED,R&R,Remove & Replace,N,4,0,16,3.2,388,0,Low,Removed and replaced fuse; performed operational test. SDR discrepancy: (LOG 6745158) AFT GALLEY CEILING EMERGENCY EXIT SIGN INOP. REMOVED AND REPLACED M1673 BATTERY PACK FUSE REF. B737 AMM 33
WO006092,SWAA2025051267913,,LENS,3350,Line,V,OTHER,R&R,Remove & Replace,N,2,1,10,2.3,242,0,High,Removed and replaced lens; performed operational test. SDR discrepancy: CENTER ISLE OVERHEAD EMERGENCY EXIT SIGN FWD LENSE IS MISSING.<[01] REPLACED EMERGENCY EXIT ROW CENTER ISLE OVERHEAD LIG
WO006093,AALA202505158295,8100043912,LIGHT,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,0,4.2,4,0,High,Removed and replaced light; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: SEAT MOUNTED EMERGENCY LIGHT INOPERATIVE AT ROW 24ABC. VERIFIED EMERGENCY LIGHT AT ROW 24ABC 
WO006094,AALA202505152295,,LIGHT,3350,Line,V,OTHER,R&R,Remove & Replace,N,2,0,9,2.2,218,0,Low,Removed and replaced light; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: SEAT 23C SIDE EMERGENCY AISLE LIGHT PANEL IS FALLING OFF. REATTACH SEAT 23C EMERGENCY EXIT AI
WO006095,CALA2025051604722,,SLIDE,2565,Line,V,NO FAULT FOUND,TS,Troubleshooting,N,2,0,10,1.8,242,0,Low,Troubleshot slide for reported condition: no fault found. SDR discrepancy: 1L SLIDE PACK BORDERLINE TOO HIGH INSPECTED 1L DOOR SLIDE PRESSURE PER AMM TASK 25-66-01-200-801. PRESSURE WITHIN LIMITS
WO006096,SWAA2025051469609,,LIGHT,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,14,4.8,340,0,Low,Removed and replaced light; performed operational test. SDR discrepancy: R/H AFT MOST EMERGENCY SLIDE LIGHT IS INOP<[01] 01 - REMOVED AND REPLACED PER [AMM 33-51-04-960-801-NG (SLIDE/OVERWING L
WO006097,AALA202505207211,A12SA,MEGAPHONE,2560,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,0,4.8,4,0,High,Removed and replaced megaphone; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: AFT MEGAPHONE HAS LOW VOLUME. REMOVE AND REPLACED AFT MEGAPHONE. PER AMM 25-64-00. OPERTIONAL
WO006098,AALA202505206150,,GIRT BAR,2560,Line,OP,OTHER,R&R,Remove & Replace,N,2,0,11,2.3,266,0,Low,Removed and replaced girt bar; performed operational test. SDR discrepancy: AIRCRAFT WAS GROUNDED: MULTIPLE REPEATED ISSUES WITH THE FORWARD ENTRY L1 GIRT BAR DIFFICULT TO ARM AND DISARM. MULTIPLE
WO006099,SWAA2025051970280,,ANGLE,5720,Overnight,V,CRACKED,RPR,Repair,N,12,0,10,10.8,252,0,Low,Repaired angle for condition: cracked; tested serviceable. SDR discrepancy: OUTER ATTACHMENT CLIP FOR SUPPORT RIB UNDER LEFT WING PANEL 551GB CRACKED<[01] REMOVED + REPLACED OUTER ATTACHMENT CLIP 
WO006100,AALA202505227481,5A3307701,SLIDE,2565,Line,V,OTHER,R&R,Remove & Replace,N,2,0,0,1.7,2,0,High,Removed and replaced slide; performed operational test. SDR discrepancy: AIRCRAFT WAS GROUNDED: 1L ESCAPE SLIDE IS OVERLY EXTENDED FROM THE HOLDER. REMOVED AND REPLACED L1 DOOR SLIDE. PER WORK 
WO006101,CALA2025052905089,189929,PROXIMITY SENSOR,5270,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,0,3.6,4,0,High,"Removed and replaced proximity sensor; performed operational test. SDR discrepancy: RTO FOR DOOR LIGHT TOMC REPORTS THE FAULT IS DOOR 1 LEFT BEFORE EACH DEPARTURE , VERIFY ASSOCIATED DOOR IS CLOSED AND LA"
WO006102,AALA202505292563,143A54036SD,FLOORBEAM,5315,Base,V,CRACKED,RPR,Repair,N,22,0,0,29.9,22,0,High,Repaired floorbeam for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: MAIN CABIN FLOOR SUPPORT STRUCTURE HAS A CRACK AT RADIUS STA 540 RBL 3. REMOVED AND REPLAC
WO006103,SWAA2025052774709,,BATTERY,2560,Line,OP,OTHER,R&R,Remove & Replace,N,2,0,12,2.5,290,0,Low,Removed and replaced battery; performed operational test. SDR discrepancy: AFT F/O SIDE INBOARD FLASHLIGHT WILL NOT TEST. REPLACED AFT GALLEY FO SIDE FLASHLIGHT BATTERY. OPS CK GOOD. IAW AMM 25-6
WO006104,SWAA2025052770865,115A251229,PANEL,5755,Overnight,V,CRACKED,RPR,Repair,N,12,1,0,11.0,12,0,High,Repaired panel for condition: cracked; tested serviceable. SDR discrepancy: LT WING TRAILING EDGE SPANWISE PANEL BETWEEN SPOILER PANELS 5 AND 6 CRACKED IN UPPER RADIUS. (PN 115A2512-29)<[01] REMOV
WO006105,SWAA2025052771084,,SEAL,5514,Overnight,V,CRACKED,RPR,Repair,N,12,0,16,16.3,396,0,Low,Repaired seal for condition: cracked; tested serviceable. SDR discrepancy: RT. HORIZONTAL STAB L/E FWD UPPER SLIDE SEAL CRACKED.<[01] REMOVED AND REPLACED R/H HORIZONTAL STAB SLIDE SEAL IAW AMM 5
WO006106,SWAA2025052774680,,GIRT BAR,2560,Line,V,OTHER,R&R,Remove & Replace,N,2,0,14,1.8,338,0,Low,Removed and replaced girt bar; performed operational test. SDR discrepancy: FWD SERVICE DOOR EMERGENCY SLIDE GIRT BAR RETAINING CLIP<[01] REPLACED FWD SERVICE DOOR GIRT BAR CLIP RIVET REF AMM 25-6
WO006107,AALA202505022476,,INDICATOR,3260,Line,OP,OTHER,TS,Troubleshooting,N,2,1,12,2.1,290,0,High,"Troubleshot indicator for reported condition: other. SDR discrepancy: AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: DURING FLIGHT, WHEN TESTING LIGHTS, THE LEFT MAIN GEAR LIGHTS ("
WO006108,SWAA2025060276191,,PLATE,5240,Line,V,LOOSE,ADJ,Adjustment,N,2,0,12,2.5,290,0,Low,Adjusted plate to correct loose. SDR discrepancy: COVER PLATE FELL OFF FWD SERVICE DOOR HANDLE <[01]. RESERCURED COVER PLATE PER SIP.
WO006109,SWAA2025060275391,,LIGHT,3350,Line,V,FAILED,R&R,Remove & Replace,N,4,0,9,3.6,220,0,Low,Removed and replaced light; performed operational test. SDR discrepancy: EMERGANCY LIGHT ON FWD SERVICE DOOR IS INOP <[01]. REVAMPED LIGHT PER AMM 33-51-04 OPS CHECK GOOD AT THIS TIME.
WO006110,SWAA2025060276501,,COMPENSATOR,2841,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,11,3.8,268,0,Low,Removed and replaced compensator; performed operational test. SDR discrepancy: AT CRUISE NOTICED #1 FUEL TANK DECREASING RAPIDLY (1200 LB IMBALANCE). DIVERTED TO PSP. NOTICED 2 UNITS LEFT AILERON TRI
WO006111,SWAA2025060276170,,BLEED AIR SYS,2120,Line,OP,OTHER,TS,Troubleshooting,N,2,0,11,2.3,266,0,Low,Troubleshot bleed air sys for reported condition: other. SDR discrepancy: SMELL IN COCKPIT WHEN APU BLEED TURNED ON <[01]. PERFORMED CONDITIONAL INSPECTION PER AMM 05-51-56 THAT LED TO FIM TASK 
