OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy
ASAA2025010555110,1/5/2025 0:00:00,1/7/2025 18:04:00,ASAA,ASAA,A,NM,2,A,5210,O,,,O,,,,NR,O,538AS,BOEING,737890,41188,45090.0,13542.0,,,,,,,,,,,,ROD,,,DISCONNECTED,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L1 DOOR WILL NOT OPEN. GROUNDED - YES. FOUND L1 DOOR ROD ASSY DISCONNECTED FROM LATCH TORQUE TUBE. RE-INSTALLED L1 DOOR LOWER ROD ASSY PER IPC 52-11-11-03A, AND TORQUE ROD ASSY BOLT PER AMM 20-50-11-910-801 TABLE 209. REMOVED AND RE-INSTALLED PER AMM 52-11-31-400-802, L1 DOOR LINING AND ESCAPE SLIDE PACK PER AMM 25-66-01-400-803. LI DOOR OPEN AND CLOSED OK. NO ISSUE NOTED AT THIS TIME."
SWAA2025020392106,1/31/2025 0:00:00,2/3/2025 15:52:00,SWAA,SWAA,A,SW,29,A,3350,O,,,K,,,,TX,V,8663A,BOEING,7378H4,36902,32969.0,16089.0,,,,,,,,,,,,SIGN,,,LOOSE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OVERWING EXIT SIGN; CAPTAINS SIDE FELL OFF<[01] RESECURED PER SIP.
SWAA2025022090048,1/27/2025 0:00:00,2/20/2025 15:32:23,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,8522P,BOEING,7378H4,36922,26665.0,13384.0,,,,,,,,,,,BOEING,ATTACH ANGLE,,,CORRODED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT CARGO COMPARTMENT RH FWD SHIELD BOTTOM ATTACHING ANGLE CORRODED AROUND NUTPLATES STA 767+6' RBL 21 WL 156<[01] REMOVED CORROSION AND VERIFIED WITH 10X ALL REMOVED IAW SRM 51-10-02-0G-0 UT IAW B737 NDT PART 4; 51-00-00 PROC 2. ADJACENT TO BLEND .050'; LOSS .009'; REMAINING .041'. TOOL#40084; DUE 06AUG25 ORIGINAL MATERIAL THICKNESS .050'; REMAINING MATERIAL .041'; .009' LOSS OF MATERIAL; .005' MATERIAL LOSS LIMIT; FOUND TO EXCEED MAXIMUM ALLOWABLE DAMAGE LIMITS IAW SRM 53-60-15-1A-1. REMOVED; LOCATED; DRILLED AND INSTALLED NEW ANGLE ON AFT CARGO COMPARTMENT RH FWD SHIELD BOTTOM STA 767+6' RBL 21 WL 156 IAW SRM 51-40-05-0G-0 I.A.W. SRM 51-40-02-0G-0 AND DWG 146A8123 REV:-;[02] WORK CARD C/W AUDIT C/W
SWAA2025020484635,1/9/2025 0:00:00,2/4/2025 15:51:44,SWAA,SWAA,A,SW,29,A,5241,O,,,K,,,,IN,V,8611F,BOEING,7378H4,36892,40621.0,19284.0,,,,,,,,,,,BOEING,ANGLE,,,CRACKED,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRACK ON ANGLE LOCATED ACCESS 844DZ AT AFT GALLEY SERVICE DOOR 2024-779431<[01]. REPLACED ANGLE LOCATED ACCESS 844DZ AT AFT GALLEY SERVICE DOOR I.A.W. B737-800 SRM 51-40-02-G0-0 SRM 52-10-02-0G-0; PARAGRAPH 9; DWG 411A2119 SHEET 71 REV. -;[02] CORRECTED STEP 1 REPLACED ANGLE LOCATED ACCESS 844DZ AT AFT GALLEY SERVICE DOOR I.A.W. B737-800 SRM 51-40-02-G0-0 SRM 51-10-02-0G-0; PARAGRAPH 9; DWG 411A2119 SHEET 71 REV. -;[03] REPLACED ANGLE LOCATED ACCESS 844DZ AT AFT GALLEY SERVICE DOOR I.A.W. B737-800 SRM 51-40-02-G0-0 SRM 51-10-02-0G-0; PARAGRAPH 9; DWG 411A2119 SHEET 71 REV.
SWAA2025021183007,1/4/2025 0:00:00,2/11/2025 15:32:14,SWAA,SWAA,A,SW,29,A,5753,O,,,K,,,,IN,9,8611F,BOEING,7378H4,36892,40621.0,19284.0,,,,,,,,,,,,WEDGE,,,DEBONDED,ZONE 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUSTOMER REQUEST - DEBONDED EXTERNAL SKIN IB MAIN FLAP TRAILING EDGE WEDGE LOWER SURFACE AT LT WING 2024-779218<[01] ON STEP 2: TOOL USED AUDIBLE BOND TESTER PN: S-3; SN: 064; DUE DATE: 27 AUG 25.;[02] REPAIRED IB MAIN FLAP TRAILING EDGE WEDGE LOWER SURFACE AT LT WING IAW EA 25-157-00136-WIP1. SEE INDIVIDUAL SIGNOFFS BELOW.;[03] JOB COMPLETED RII.
SWAA2025020584640,1/9/2025 0:00:00,2/5/2025 14:53:31,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,8611F,BOEING,7378H4,36892,40621.0,19284.0,,,,,,,,,,,BOEING,GUSSET,,,CRACKED,ZONE 100,,,,,,,,,,,,,,,500I,,21.0,R,,,,,,,,,,,,,,,,,CRACK ON GUSSET LOCATED BS500I AND STR21R AT FWD CARGO COMPARTMENT 2024-779435<[01]. REPLACED GUSSET AND FASTENERS LOCATED BS500I AND STR21R AT FWD CARGO COMPARTMENT IAW B737-800 SRM 51-40-02; SRM 51-10-02 ITEM 9 AND DWG 143A7902 SHEET 256 REV B AND SHEET 257 REV B.; [02] CORRECTED STEP 1. REPLACED GUSSET AND FASTENERS LOCATED BS500I AND STR21R AT FWD CARGO COMPARTMENT IAW B737-800 SRM 51-40-02; SRM 51-10-02 ITEM 9 AND DWG 143A7902 SHEET 256 REV B AND SHEET 257 REV B. SEE INDIVIDUAL SIGNS OFF BELOW.; [03] CERTIFIED CORRECTIVE ACTION 2; COMPLETED RII.
ASAA2025011255644,1/12/2025 0:00:00,2/3/2025 18:09:00,ASAA,ASAA,A,NM,2,A,5320,O,,,K,,,,IN,V,514AS,BOEING,737890,35193,56288.0,16721.0,,,,,,,,,,,BOEING,ANGLE,143A948535,,CORRODED,ZONE 100,,,,,,,,,,,,,,,500I,500I,25.0,L,25.0,R,,,,,30,L,30.0,R,,,,,,,"FWD CARGO COMPARTMENT AFT MIX BAY ACCESS PANEL(A/C SIDE) NUT PLATE ANGLE L/H-R/H STA500I HAS SEVERAL AREAS OF CORROSION UPPER AND LOWER SURFACE. GROUNDED - YES. REMOVED AND REPLACED NEW RAIL P/N 143A9485Y35 P.O. 1111512.1, LOCATED AND DRILLED HOLES AT FWD CARGO, AFT MIX BAY ACCESS PANEL L/H - R/H STA. 500I IAW B737-800 SRM 51-40-05, SRM 51-40-02. REMOVE CORROSSION FROM FWD BULKHEAD LOWER SUPPORT IAW B737-800 SRM 53-30-08-1A-1.2.C 100% MATERIAL LOSS FOUND AND OUT LIMITS PER B737-800, SRM 53-30-08-1A-1.4."
ASAA2025012756002,1/27/2025 0:00:00,2/17/2025 18:27:30,ASAA,ASAA,A,NM,2,A,5330,O,,,K,,,,IN,V,514AS,BOEING,737890,35193,56288.0,16721.0,,,,,,,,,,,BOEING,SKIN,147A31103,,CORRODED,ZONE 100,,,,,,,,,,,,,,,887,1016,14.0,L,23.0,L,,,,,,,,,148.5,148.5,,,,,"EXTERIOR SKIN BS.887 TO BS.1016 STR.23L UPPER LAP SHOWS SIGNS OF CORROSION 17 AREA. (MARKED IN RED). GROUNDED - YES. REMOVED CORROSION 17(EA) ON ZONE B. DAMAGE AREAS FROM STA 887-STA 1016 STR 23L UPPER LAP ORG MAT THICK 0.063, REMOVED 0.004 REMAINING 0.059 FOUND TO BE WITHIN LIMITS IAW B737-800 SRM 53-00-01-1A-1 AND SRM 53-70-01-0I-1. REMOVED REMAINING CORROSION AND PITTING AS REQ IAW B737-800 SRM 51-10-02. ORG THICK 0.063 PER B737-800 SRM 53-70-01. REMAING THICK 0.059 REMOVED 0.004 OUT OF LIMITS PER SRM 53-00-01. ALL DVI WITH 10X MAG. FOUND NO FURTHER DEFECTS AT STA 887-1016 STR 23L IAW B737-800 SRM 51-10-04. ACCOMP HFEC 3(EA) AREAS IAW B737-NDT 51-00-00 PROC 23. PT6. NO INDICATIONS FOUND. GENERATED RFTS #6. APPLIED ALODINE IAW BOEING SOPM 20-43-03. APPLIED PRIMER IAW BOEING SOPM 20-44-02. APPLIED TOP COAT IAW B737-800 AMM 51-21-73. MARKED REPAIR AREA WITH ""EA 800-53EA-28255"" IAW ALASKA PRELIMINARY 800-53EA-28255."
CALA2025022802513,2/26/2025 0:00:00,2/28/2025 6:08:19,CALA,CALA,A,GL,33,A,3350,O,,,K,,,,IN,V,87527,BOEING,737824,38701,46938.0,16393.0,,,,,,,,,,,,LIGHT,,,DAMAGED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEAT 15C AISLE PATH EMERGENCY LIGHT DAMAGED. ITEM PLACED ON MEL. WRAPPED OUTLET IN HEAVY DUTY ELECTRICAL TAPE. NO WIRING OR CONNECTIONS EXPOSED. POSES NO DANGER TO PASSENGERS. NEF 2310E PER MX CONTROL REMOVED AND REPLACED LIGHT ASSY AT 15C AND FUSE IN THE POWER SUPPLY. EMERGENCY LIGHTS OPS CHECK GOOD.
AALA202502246076,2/23/2025 0:00:00,2/24/2025 15:35:31,AALA,AALA,A,SW,21,A,5250,O,,,O,,,,NR,O,919AN,BOEING,737823,29520,66559.0,27577.0,,,,,,,,,,,,DOOR,,,STICKING,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: AFT LEFT LAVATORY DOOR IS STICKY AND DIFFICULT TO OPEN AND CLOSE. DISCREPANCY HAS MULTIPLE ATTEMPTS TO FIX IT. (OPEN).
SWAA2025022498865,2/22/2025 0:00:00,2/24/2025 15:41:01,SWAA,SWAA,A,SW,29,A,3350,O,,,K,,,,IN,V,8648A,BOEING,7378H4,42531,35470.0,17140.0,,,,,,,,,,,,SIGN,,,BROKEN,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTER CABIN CEILING EMER EXIT SIGN TAGS BROKEN <[01]. R&R EXIT SIGN ASSY CENTER CABIN PER MM 33-51-01.
AALA202502059252,2/5/2025 0:00:00,2/5/2025 9:09:52,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,958AN,BOEING,737823,30091,67509.0,28571.0,,,,,,,,,,,BOEING,ANGLE,143A5410170,,CRACKED,ZONE 200,,,,,,,,,,,,,,,380,400,,,,,,,,,0,R,,,,,,1.0,,,AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN INTERCOSTAL UPPER ANGLE FROM STA 380 TO STA 400 AT RBL 0. REPLACED ANGLE PER AARD 51-00-05-1.
SWAA2025031497697,2/19/2025 0:00:00,3/14/2025 15:32:29,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,8680C,BOEING,7378H4,36737,30131.0,14856.0,,,,,,,,,,,BOEING,VAPOR BARRIER,,,CRACKED,ZONE 100,,,,,,,,,,,,,,,663,,,,,,,,,,,L,,,,,,,,,RH A/C BAY STA 663 RBL 9' VAPOR BARRIER CLOSE OUT ANGLE CRACKED <[01]. NOTE: REPLACEMENT OF VAPOR BARRIER CLOSE OUT ANGLE IS ON FAULT TTG8Q00YT7TW; [02] REPLACEMENT OF VAPOR BARRIER CLOSE OUT ANGLE IS ON FAULT TTG8Q00YT7TW; [03] INSPECTED WORK PERFORMED.
SWAA2025031896782,2/17/2025 0:00:00,3/18/2025 15:45:43,SWAA,SWAA,A,SW,29,A,5720,O,,,K,,,,IN,V,8680C,BOEING,7378H4,36737,30131.0,14856.0,,,,,,,,,,,BOEING,BRACKET,,,CRACKED,ZONE 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPPER SHELF PANEL O/B BRACKET; COMMON TO I/B SIDE OF DEFLECTION CONTROL RIB CRACKED. (MARKED) 757-RCB-03-01 (GVI INTERNAL - LEFT WING TRAILING EDGE STRUCTURE - DEFLECTION CONTROL RIB AND SUPPORT BEAM ATTACHMENT) <[01]. REMOVED AND REPLACED LEFT SIDE UPPER SHELF PANEL O/B BRACKET IB SIDE OF DEFLECTION CONTROL RIB IAW SRM 51-40-02.
AALA202502242909,2/21/2025 0:00:00,2/24/2025 15:35:31,AALA,AALA,A,SW,21,A,2120,B,J,,A,,,,CL,O,839NN,BOEING,737823,29557,43171.0,18407.0,,,,,,,,,,,HNYWL,CONTROL VALVE,32902061,,FAILED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: RIGHT PACK AMBER ANNUNCIATION ILLUMINATED AFTER TAKEOFF. AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT MIA. REMOVE AND REPLACED RIGHT HAND PACK PRIMARY DIFFUSER (AALA202502241428), PER AMM 21-53-03. REMOVE AND REPLACED RIGHT HAND PACK FLOW CONTROL (AALA202502242909) AND SHUTOFF VALVE (AALA202502246382), PER AMM 21-51-01. OPERATED BOTH PACKS FOR 30 MINUTES. NO ADDTIONAL FAULTS."
CALA2025022600445,2/19/2025 0:00:00,2/26/2025 5:34:17,CALA,CALA,A,GL,33,A,5330,O,,,K,,,,IN,V,12221,BOEING,737824,28930,78884.0,29398.0,,,,,,,,,,,BOEING,SKIN,146A3101,,GOUGED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(B757-53-4-1480) MAIN CABIN INTERNAL SURFACE OF THE FUSELAGE SKIN IS GOUGED AT THE CHEM MILL STEP UNDER THE PENETRATION DOUBLER ON THE AFT SIDE OF STA 727E BETWEEN S2R AND S3R. TRANSCRIBED FROM HAECO GSO NRC 9288543 FABRICATED AND INSTALLED REPAIR ER EC/RA 5360 - 01936 AND HAECO GSO REO - G25356 REV IR. REFERENCE LP''S 3987141 AND 3987152 FOR INSPECTION THRESHOLD AND DTE REQUIREMENTS.
CALA2025022702504,2/25/2025 0:00:00,2/27/2025 5:18:29,CALA,CALA,A,GL,33,A,5200,C,,,O,,,,CL,O,27213,BOEING,737824,28773,81385.0,29853.0,,,,,,,,,,,,DOOR,,,FOD,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LANDING GEAR MOULD NOT RETRACT AFTER TO RAN 2.140.10 OPS NORMAL CONTINUE DEBRIEFING THE CREW. THEY SAID THE PREVIOUS CREW SPILLED RICE ON FLIGHT DECK FLOOR BY THE MANUAL GEAR EXTENSION ACCESS DOOR. ONCE THEY CYCLED THE DOOR OPEN AND CLOSE. THE GEAR OPS NORMAL. FOUND MANUAL EXT ACCESS DOOR IN COCKPIT TO NOT BE SECURELY LATCHING AND ALLOWING THE DOOR TO LIFT UP RETENTION CLIPS ON FLOOR ARE NOT GRASPING THE DOOR CLIPS CLEANED ALL OF THE MANUAL EXT ACCESS DOOR AND FRAME AROUND DOOR AND IN THE RETENTION HOLES OF THE DOOR POSTS REF AMM 32-34-00-100-801-C1. DOOR IS NOW CLOSING AND LATCHING SECURED. PERFORMED ALTNERATE LANDING GEAR TEST REF AMM 32-31-51-400-801 ADD EMP:U409284 OPS CHECK GOOD. DUE TO PILOTS STATEMENT OF THE GEAR WOULD NOT RETRACT RECOMMEND A GEAR SWING. ALSO REF FIM 32-30-815 PARAGRAPH E 1A AND NEXT STEP IS TO JACK AIRPLANE AMD SWING GEAR CONTINUED FIM 32-30 TASK 815. GEAR SYSTEM SATISFACTORY PER FIM. ACCOMPLISHED A NLG AND MLG SWING AND OPERATION CHECK IN REF TO AMM 32-32-00 AND 32-33-00. GEAR OPS CHECK PASSED. NO DEFECTS NOTED.
CALA2025030302550,2/28/2025 0:00:00,3/3/2025 5:53:59,CALA,CALA,A,GL,33,A,5270,N,,,O,,,,NR,O,47284,BOEING,7378,61863,8033.0,2808.0,,,,,,,,,,,,SWITCH,,,OUT OF ADJUST,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING INITIAL TAXI FWD CARGO DOOR LIGHT ILLUMINATED FOR 30 SEC REQUESTING MEL FOR FWD CARGO DOOR LIGHT, C/W MEL MAINTENANCE PROCEDURE A. FWD CARDO IN THE CLOSED POSITION. APPROVED C/W DDP, APPLIED INOP STICKER *DM* SUGGEST FIM 52-30 TASK 807, CK FWD CARGO DOOR AND SWITCH ADJUSTMENT AMM 52-71-31-820-801, IF OK, THEN SUGGEST REPLACE FWD CARGO DR INDICATION SW S960. PERFORMED ADJUSTMENT OF FWD. CARGO DOOR INDICATION SWITCH IAW B737 MAX AMM 52-71-31-820-801. ADJUSTMENT GOOD. AND OPS. CHK. GOOD. INDICATION WORKS PROPERLY IN COCKPIT WITH DOOR OPEN OR CLOSED. NO EXISTING FAULTS OR RELATED MESSAGES IN THE OMF."
AALA202502068521,2/5/2025 0:00:00,2/6/2025 12:19:46,AALA,AALA,A,SW,21,A,5310,O,,,K,,,,IN,V,953AN,BOEING,737823,29539,64348.0,27134.0,,,,,,,,,,,BOEING,FITTING,111A24012,,CRACKED,ZONE 100,,,,,,,,,,,,,,,540,,,,,,,,,,6.14,R,,,,,2.0,1.0,,,AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING AT BS 540 AND RBL 6.14. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1. THIS ACCOMPLISHES BOEING SB-737-57-1309.
AALA202502068215,2/4/2025 0:00:00,2/6/2025 12:46:42,AALA,AALA,A,SW,21,A,5312,O,,,K,,,,IN,V,957AN,BOEING,737823,29541,66280.0,28351.0,,,,,,,,,,,,VAPOR BARRIER,,,CRACKED,ZONE 100,,,,,,,,,,,,,,,663.75,,,,,,,,,,30,R,,,,,4.0,1.0,,,"AIRCRAFT IN BASE MAINTENANCE: CRACK IN WING CENTER SECTION REAR SPAR VAPOR BARRIER AT STA 663.75, RBL 30. REPAIRED VAPOR BARRIER PER AARD 57-10-10-9 AND SRM 51-70-04-2R-10 REPAIR 10."
AALA202502108330,2/9/2025 0:00:00,2/10/2025 15:38:18,AALA,AALA,A,SW,21,A,2916,K,J,,A,,,,NR,O,896NN,BOEING,737823,33224,37090.0,16129.0,,,,,,,,,,,,RESERVOIR,,,UNDERSERVICED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS NOT DECLARED DUE TO: HYDRAULIC HEAD PRESSURE DROPS TO ZERO, WILL NOT HOLD; AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT SAN. SERVICED HYDRAULIC RESERVOIR HEAD PRESSURE, PER AMM 29-09-00. PERFORMED HYDRAULIC RESERVOIR PRESSURIZATION SYSTEM LEAKAGE TEST, PER AMM 29-09-00. NO LEAKAGE FOUND. PRESSURE REMAINS CONSTANT AFTER 1 HOUR."
ASAA2025020155874,2/1/2025 0:00:00,2/11/2025 18:10:43,ASAA,ASAA,A,NM,2,A,5320,O,,,K,,,,IN,V,520AS,BOEING,737890,36481,49914.0,17596.0,,,,,,,,,,,,CHANNEL,146A750231,,CORRODED,ZONE 100,,,,,,,,,,,,,,,727,767,26.0,R,26.0,R,,,,,,,,,158.0,158.0,,,,,"AFT CARGO PIT R/H TRANSITION HAS MULTIPLE SPOTS OF CORROSION FROM 727 - 767. GROUNDED - YES. REMOVED CORROSION ORIGINAL THICKNESS .040, REMOVED .040 , REMAINING .000. FOUND TO BE OUT OF LIMITS IAW B737-800 SRM 53-00-55-1A-2. REMOVED DAMAGED TRANSITION PANEL. FABRICATED NEW REPAIR PARTS USING BAC1496-377, PO:1108010.1. ALODINE, PRIMED AND INSTALLED IAW B737-800 SRM 53-00-53-2R-5."
AALA202502149743,2/13/2025 0:00:00,2/14/2025 14:53:31,AALA,AALA,A,SW,21,A,5250,O,,,K,,,,IN,V,309PC,BOEING,737823,31258,23223.0,9937.0,,,,,,,,,,,,TRIM PANEL,,,OUT OF POSITION,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: LEFT AFT LAVATORY DOOR STICKS AND SOMETIMES JAMS CLOSED SUCH THAT PASSENGERS ARE GETTING STUCK INSIDE. FOUND DOOR TRIM IMPEADING PROPER DOOR ALIGNMENT, ADJUSTED TRIM, DOOR OPERTIONAL CHECK GOOD NOW. PER AMM 52-50-00."
CALA2025021702336,2/15/2025 0:00:00,2/17/2025 9:01:26,CALA,CALA,A,GL,33,A,3350,L,,,K,,,,IN,C,37252,BOEING,737824,30583,75075.0,28215.0,,,,,,,,,,,,BATTERY PACK,ADD71701100,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EMEGENCY BATTERY SUPPLY M1674 REQUIRES REPLACEMENT. REMOVED AND REPLACED BATTERY PACK PER REF AMM 33-51-06 OPS CHECK GOOD PARTS USED: 99-3351-3-0015,QTY :1"
SWAA2025021892812,2/4/2025 0:00:00,2/18/2025 15:56:29,SWAA,SWAA,A,SW,29,A,2560,O,,,K,,,,IN,V,1801U,BOEING,7378,60223,8072.0,4124.0,,,,,,,,,,,,GLOWSTRIP,,,DELAMINATED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTER AISLE EGRESS STRIP AFT OF FWD GALLEY FLOOR MAT L/H SIDE IS DELAMINATED<[01] REMOVED AND REPLACED CENTER AISLE EGRESS STRIPS AFT OF FWD GALLEY PER AMM 33-51-15;[02] C/W INSPECTION.
SWAA2025021496116,2/14/2025 0:00:00,2/14/2025 15:15:19,SWAA,SWAA,A,SW,29,A,2560,L,,,K,,,,IN,C,8874Q,BOEING,7378,67919,5238.0,2849.0,,,,,,,,,,,,FLASHLIGHT,,,NO TEST,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOTH AFT GALLEY EMERGENCY FLASHLIGHTS WILL NOT TEST BUT OPERATE NORMALLY<[01] OK TO CONTINUE PER MEL 25-64-02 SP1 B C/W.;[02] REMOVED AND REPLACED BOTH LH AFT EMERGENCY FLASHLIGHTS AND BATTERY REF. AMM 25-64-00. OPS CHECK GOOD. THIS CLEARS MEL 25-64-02.;[03] OK TO CONTINUE PER MEL 25-64-02A SP1 B C/W;[04] UPDATED MEL NUMBER TO REFLECT CORRECT MEL REFERENCE
SWAA2025021395714,2/13/2025 0:00:00,2/13/2025 15:31:30,SWAA,SWAA,A,SW,29,A,3350,O,,,K,,,,IN,V,8633A,BOEING,7378H4,36905,35868.0,17415.0,,,,,,,,,,,,BATTERY PACK,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1670 EMERGENCY EXIT LIGHT BATTERY AND BATTERY CHARGER INOP ( LEFT SIDE )<[01] R/R CHARGER ASSY AND BATTERY PACK PER AMM 33-51-06. OPS - OK.
SWAA2025022498797,2/21/2025 0:00:00,2/24/2025 15:41:07,SWAA,SWAA,A,SW,29,A,3350,O,,,K,,,,IN,V,8322X,BOEING,7378H4,36997,40900.0,19337.0,,,,,,,,,,,,COVER,,,BROKEN,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FORWARD ENTRY EXIT LIGHT COVER BROKEN. REMOVED AND REPLACED LIGHT ASSEMBLY REF AMM 33-51-01; OPS CHECK GOOD.
AALA202502266076,2/23/2025 0:00:00,2/26/2025 12:23:05,AALA,AALA,A,SW,21,A,5250,O,,,K,,,,NR,C,919AN,BOEING,737823,29520,66559.0,27577.0,,,,,,,,,,,,THRESHOLD,1L500105183,,OUT OF POSITION,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: AFT LEFT LAVATORY DOOR IS STICKY AND DIFFICULT TO OPEN AND CLOSE. DISCREPANCY HAS MULTIPLE ATTEMPTS TO FIX IT. **SUPPLEMENTAL REPORT FOR (AALA202502246076): REMOVED AND REPLACED LAVATORY-D DOOR THRESHOLD. PER CMM 25-40-64. OPERTIONAL CHECK GOOD**(CLOSED).
DALA2025022601497,2/23/2025 0:00:00,2/26/2025 12:20:29,DALA,DALA,A,SO,27,A,5320,O,,,K,,,,IN,V,3742C,BOEING,737832,30835,75408.0,30122.0,,,,,,,,,,,BOEING,WEB,,,CORRODED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,(LOG 0825579) CORROSION WEB - INTERCOSTAL LOC. BS 500C TO BS 500D AT LEVEL STR 26R FWD CARGO COMPARTMENT. REPLACED WEB AT BS 500C TO BS 500D AT LEVEL STR 26R FWD CARGO COMPARTMENT AS PER B737-800 SRM 51-40-02 AND SRM 51-10-02 ITEM 9 AND DWG D143A7505.
AALA202502282765,2/27/2025 0:00:00,2/28/2025 13:20:09,AALA,AALA,A,SW,21,A,5315,O,,,K,,,,IN,V,919NN,BOEING,737823,29573,35156.0,15173.0,,,,,,,,,,,BOEING,FLOORBEAM,143A524036,,CRACKED,ZONE 200,,,,,,,,,,,,,,,540,,,,,,,,,,2,R,,,,,2.0,1.0,,,"AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR SUPPORT BREAK ASSEMBLY AT BS 540, RBL2. REPLACED BREAK ASSEMBLY PANEL PER AARD 51-00-05-1."
